split,scene,object_id,num_observations,first_frame,last_frame,start_xyz,end_xyz,net_displacement_m,path_length_m,max_step_m,is_moving,move_segments
train,Warehouse_001,14,9000,0,8999,-10.349040 -82.765676 1.413353,-10.216237 -82.698895 1.413353,0.148648,248.613561,0.049919,True,[]
train,Warehouse_001,4052,9000,0,8999,-41.146132 -63.065714 1.413353,-40.979448 -63.065687 1.413353,0.166683,288.536776,0.051909,True,[]
train,Warehouse_001,4486,9000,0,8999,-71.583592 -13.351610 1.131379,-71.583592 -13.351610 1.131379,0.000000,0.000000,0.000000,False,[]
train,Warehouse_001,6813,9000,0,8999,-73.868569 -13.309327 1.126006,-73.868569 -13.309327 1.126006,0.000000,0.000000,0.000000,False,[]
train,Warehouse_001,7055,9000,0,8999,-35.121771 -92.642378 1.413353,-35.121583 -92.642378 1.413353,0.000188,203.157449,0.049977,True,[]
train,Warehouse_001,7058,9000,0,8999,-31.448550 -76.277948 1.413353,-31.448352 -76.278210 1.413353,0.000328,229.003923,0.053300,True,[]
train,Warehouse_001,8,9000,0,8999,-9.948553 -78.914995 1.413353,-9.948553 -78.914994 1.413353,0.000000,167.066904,0.044349,True,[]
train,Warehouse_001,8469,9000,0,8999,-68.317817 -53.844431 1.413353,-68.317817 -53.844431 1.413353,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,11294,8204,0,8999,-63.000002 -58.951450 1.413353,-62.998841 -58.951435 1.413353,0.001161,161.539803,6.234268,True,"[{""start_frame"": 3, ""end_frame"": 261, ""start_xyz"": [-63.000002288828455, -58.85402006798313, 1.4133532369591497], ""end_xyz"": [-68.46401887243093, -56.00063447972894, 1.4133532041020893], ""distance_m"": 6.1641939084635835}, {""start_frame"": 1581, ""end_frame"": 1654, ""start_xyz"": [-95.89347473143516, -61.25700562781776, 1.4133532041020893], ""end_xyz"": [-95.89597229002902, -63.689040234751246, 1.4133532041020893], ""distance_m"": 2.432035889357112}, {""start_frame"": 1668, ""end_frame"": 1724, ""start_xyz"": [-95.89631286620079, -64.15694611854042, 1.4133532041020893], ""end_xyz"": [-95.89723114012668, -66.03119569129422, 1.4133532041020893], ""distance_m"": 1.8742497977043493}, {""start_frame"": 1744, ""end_frame"": 1931, ""start_xyz"": [-95.89741638182568, -66.70102601355984, 1.4133532041020893], ""end_xyz"": [-95.89577606200146, -72.9352942020364, 1.4133532041020893], ""distance_m"": 6.234268404271664}, {""start_frame"": 3701, ""end_frame"": 3808, ""start_xyz"": [-47.74420973741255, -82.98048860546075, 1.4133532041020893], ""end_xyz"": [-45.53851973230225, -82.33366398545711, 1.4133532041020893], ""distance_m"": 2.298575752000861}]"
train,Warehouse_002,14,9000,0,8999,-10.349040 -82.765676 1.413353,-10.216237 -82.698895 1.413353,0.148648,248.613561,0.049919,True,[]
train,Warehouse_002,4052,7973,0,8999,-41.146132 -63.065714 1.413353,-40.979448 -63.065687 1.413353,0.166683,284.798947,7.461276,True,"[{""start_frame"": 766, ""end_frame"": 1026, ""start_xyz"": [-62.496887861572674, -58.81041521581426, 1.4133532028645277], ""end_xyz"": [-68.44526714372432, -56.00129059845858, 1.4133532028645277], ""distance_m"": 6.578327842253277}, {""start_frame"": 1904, ""end_frame"": 2154, ""start_xyz"": [-69.83669880201614, -56.73162658946296, 1.4133532028645277], ""end_xyz"": [-62.61503913201341, -57.98340102477232, 1.4133532028645277], ""distance_m"": 7.329345647889591}, {""start_frame"": 5266, ""end_frame"": 5526, ""start_xyz"": [-62.496887861572674, -58.81041521581426, 1.4133532028645277], ""end_xyz"": [-68.44526714372432, -56.00129059845858, 1.4133532028645277], ""distance_m"": 6.578327842253277}, {""start_frame"": 6404, ""end_frame"": 6665, ""start_xyz"": [-69.83669880201614, -56.73162658946296, 1.4133532028645277], ""end_xyz"": [-62.53464885275025, -58.26482598366238, 1.4133532028645277], ""distance_m"": 7.461275617744427}]"
train,Warehouse_002,4486,9000,0,8999,-71.583592 -13.351610 1.131379,-71.583592 -13.351610 1.131379,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,6813,9000,0,8999,-73.868569 -13.309327 1.126006,-73.868569 -13.309327 1.126006,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,7055,6747,0,8999,-35.121771 -92.642378 1.413353,-35.121583 -92.642378 1.413353,0.000188,140.858935,0.164969,True,[]
train,Warehouse_002,7058,8832,0,8999,-31.448550 -76.277948 1.413353,-31.448352 -76.278210 1.413353,0.000328,229.002466,1.937134,True,"[{""start_frame"": 1881, ""end_frame"": 1928, ""start_xyz"": [-47.57858229330899, -82.70972291964986, 1.4133532041020893], ""end_xyz"": [-45.64144850424666, -82.70979433078278, 1.4133532041020893], ""distance_m"": 1.9371337903785912}, {""start_frame"": 4738, ""end_frame"": 4763, ""start_xyz"": [-48.08453903197233, -84.04855012244661, 1.4133532041020893], ""end_xyz"": [-48.1722910485978, -83.52704896129706, 1.4133532041020893], ""distance_m"": 0.5288325609322623}, {""start_frame"": 4881, ""end_frame"": 4928, ""start_xyz"": [-47.57858229330899, -82.70972291964986, 1.4133532041020893], ""end_xyz"": [-45.64144850424666, -82.70979433078278, 1.4133532041020893], ""distance_m"": 1.9371337903785912}, {""start_frame"": 7881, ""end_frame"": 7928, ""start_xyz"": [-47.57858229330899, -82.70972291964986, 1.4133532041020893], ""end_xyz"": [-45.64144850424666, -82.70979433078278, 1.4133532041020893], ""distance_m"": 1.9371337903785912}]"
train,Warehouse_002,8,9000,0,8999,-9.948553 -78.914995 1.413353,-9.948553 -78.914994 1.413353,0.000000,167.066904,0.044349,True,[]
train,Warehouse_002,8469,9000,0,8999,-68.317817 -53.844431 1.413353,-68.317817 -53.844431 1.413353,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,11294,8204,0,8999,-63.000002 -58.951450 1.413353,-62.998841 -58.951435 1.413353,0.001161,161.539803,6.234268,True,"[{""start_frame"": 3, ""end_frame"": 261, ""start_xyz"": [-63.000002288828455, -58.85402006798313, 1.4133532369591497], ""end_xyz"": [-68.46401887243093, -56.00063447972894, 1.4133532041020893], ""distance_m"": 6.1641939084635835}, {""start_frame"": 1581, ""end_frame"": 1654, ""start_xyz"": [-95.89347473143516, -61.25700562781776, 1.4133532041020893], ""end_xyz"": [-95.89597229002902, -63.689040234751246, 1.4133532041020893], ""distance_m"": 2.432035889357112}, {""start_frame"": 1668, ""end_frame"": 1724, ""start_xyz"": [-95.89631286620079, -64.15694611854042, 1.4133532041020893], ""end_xyz"": [-95.89723114012668, -66.03119569129422, 1.4133532041020893], ""distance_m"": 1.8742497977043493}, {""start_frame"": 1744, ""end_frame"": 1931, ""start_xyz"": [-95.89741638182568, -66.70102601355984, 1.4133532041020893], ""end_xyz"": [-95.89577606200146, -72.9352942020364, 1.4133532041020893], ""distance_m"": 6.234268404271664}, {""start_frame"": 3701, ""end_frame"": 3808, ""start_xyz"": [-47.74420973741255, -82.98048860546075, 1.4133532041020893], ""end_xyz"": [-45.53851973230225, -82.33366398545711, 1.4133532041020893], ""distance_m"": 2.298575752000861}]"
train,Warehouse_003,14,9000,0,8999,-10.349040 -82.765676 1.413353,-10.216237 -82.698895 1.413353,0.148648,248.613561,0.049919,True,[]
train,Warehouse_003,4052,7973,0,8999,-41.146132 -63.065714 1.413353,-40.979448 -63.065687 1.413353,0.166683,284.798947,7.461276,True,"[{""start_frame"": 766, ""end_frame"": 1026, ""start_xyz"": [-62.496887861572674, -58.81041521581426, 1.4133532028645277], ""end_xyz"": [-68.44526714372432, -56.00129059845858, 1.4133532028645277], ""distance_m"": 6.578327842253277}, {""start_frame"": 1904, ""end_frame"": 2154, ""start_xyz"": [-69.83669880201614, -56.73162658946296, 1.4133532028645277], ""end_xyz"": [-62.61503913201341, -57.98340102477232, 1.4133532028645277], ""distance_m"": 7.329345647889591}, {""start_frame"": 5266, ""end_frame"": 5526, ""start_xyz"": [-62.496887861572674, -58.81041521581426, 1.4133532028645277], ""end_xyz"": [-68.44526714372432, -56.00129059845858, 1.4133532028645277], ""distance_m"": 6.578327842253277}, {""start_frame"": 6404, ""end_frame"": 6665, ""start_xyz"": [-69.83669880201614, -56.73162658946296, 1.4133532028645277], ""end_xyz"": [-62.53464885275025, -58.26482598366238, 1.4133532028645277], ""distance_m"": 7.461275617744427}]"
train,Warehouse_003,4486,9000,0,8999,-71.583592 -13.351610 1.131379,-71.583592 -13.351610 1.131379,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,6813,9000,0,8999,-73.868569 -13.309327 1.126006,-73.868569 -13.309327 1.126006,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,7055,6747,0,8999,-35.121771 -92.642378 1.413353,-35.121583 -92.642378 1.413353,0.000188,140.858935,0.164969,True,[]
train,Warehouse_003,7058,8832,0,8999,-31.448550 -76.277948 1.413353,-31.448352 -76.278210 1.413353,0.000328,229.002466,1.937134,True,"[{""start_frame"": 1881, ""end_frame"": 1928, ""start_xyz"": [-47.57858229330899, -82.70972291964986, 1.4133532041020893], ""end_xyz"": [-45.64144850424666, -82.70979433078278, 1.4133532041020893], ""distance_m"": 1.9371337903785912}, {""start_frame"": 4738, ""end_frame"": 4763, ""start_xyz"": [-48.08453903197233, -84.04855012244661, 1.4133532041020893], ""end_xyz"": [-48.1722910485978, -83.52704896129706, 1.4133532041020893], ""distance_m"": 0.5288325609322623}, {""start_frame"": 4881, ""end_frame"": 4928, ""start_xyz"": [-47.57858229330899, -82.70972291964986, 1.4133532041020893], ""end_xyz"": [-45.64144850424666, -82.70979433078278, 1.4133532041020893], ""distance_m"": 1.9371337903785912}, {""start_frame"": 7881, ""end_frame"": 7928, ""start_xyz"": [-47.57858229330899, -82.70972291964986, 1.4133532041020893], ""end_xyz"": [-45.64144850424666, -82.70979433078278, 1.4133532041020893], ""distance_m"": 1.9371337903785912}]"
train,Warehouse_003,8,9000,0,8999,-9.948553 -78.914995 1.413353,-9.948553 -78.914994 1.413353,0.000000,167.066904,0.044349,True,[]
train,Warehouse_003,8469,9000,0,8999,-68.317817 -53.844431 1.413353,-68.317817 -53.844431 1.413353,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,11294,8192,0,8999,-63.000002 -58.951450 1.413353,-62.998841 -58.951435 1.413353,0.001161,158.005009,10.167414,True,"[{""start_frame"": 2179, ""end_frame"": 2484, ""start_xyz"": [-91.46150541953003, -76.50127809543133, 1.4133532041020893], ""end_xyz"": [-81.2940911739247, -76.50322114963052, 1.4133532041020893], ""distance_m"": 10.167414431270016}, {""start_frame"": 2593, ""end_frame"": 2676, ""start_xyz"": [-77.64997954062392, -76.50254213351724, 1.4133532041020893], ""end_xyz"": [-74.8756570308582, -76.50183504123203, 1.4133532041020893], ""distance_m"": 2.7743226000066468}, {""start_frame"": 3619, ""end_frame"": 3639, ""start_xyz"": [-50.46922070011409, -82.982351294854, 1.4133532041020893], ""end_xyz"": [-49.80214490229927, -82.98189076982788, 1.4133532041020893], ""distance_m"": 0.6670759567797241}, {""start_frame"": 3658, ""end_frame"": 3857, ""start_xyz"": [-49.16973538389121, -82.98147627151344, 1.4133532041020893], ""end_xyz"": [-45.75002873116441, -83.34795987486812, 1.4133532041020893], ""distance_m"": 3.4392882726273077}, {""start_frame"": 3970, ""end_frame"": 4171, ""start_xyz"": [-45.7500001510371, -83.34754515367719, 1.4133532041020893], ""end_xyz"": [-46.66880754959508, -82.980513046814, 1.4133532041020893], ""distance_m"": 0.9894036603496661}]"
train,Warehouse_004,14,9000,0,8999,-10.349040 -82.765676 1.413353,-10.216237 -82.698895 1.413353,0.148648,248.613561,0.049919,True,[]
train,Warehouse_004,4052,8048,0,8999,-41.146132 -63.065714 1.413353,-40.979448 -63.065687 1.413353,0.166683,288.536776,8.075673,True,"[{""start_frame"": 70, ""end_frame"": 312, ""start_xyz"": [-43.480703356948474, -63.06620216545748, 1.4133532331439973], ""end_xyz"": [-51.556375506606905, -63.06918144402207, 1.4133532178272379], ""distance_m"": 8.07567269921643}, {""start_frame"": 2622, ""end_frame"": 2858, ""start_xyz"": [-52.08237802255417, -63.06858696932531, 1.4133532028645277], ""end_xyz"": [-44.21008068370398, -63.06981701776995, 1.4133532028645277], ""distance_m"": 7.872297434947878}, {""start_frame"": 4570, ""end_frame"": 4812, ""start_xyz"": [-43.47746467896996, -63.06620216545748, 1.4133532365193737], ""end_xyz"": [-51.55257225343308, -63.06918144402207, 1.4133532217946527], ""distance_m"": 8.07510812405954}, {""start_frame"": 7122, ""end_frame"": 7358, ""start_xyz"": [-52.08237802255417, -63.06858696932531, 1.4133532028645277], ""end_xyz"": [-44.21008068370398, -63.06981701776995, 1.4133532028645277], ""distance_m"": 7.872297434947878}]"
train,Warehouse_004,4486,9000,0,8999,-71.583592 -13.351610 1.131379,-71.583592 -13.351610 1.131379,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,6813,9000,0,8999,-73.868569 -13.309327 1.126006,-73.868569 -13.309327 1.126006,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,7055,8757,0,8999,-35.121771 -92.642378 1.413353,-35.121583 -92.642378 1.413353,0.000188,200.587897,0.049977,True,[]
train,Warehouse_004,7058,8550,0,8999,-31.448550 -76.277948 1.413353,-31.448352 -76.278210 1.413353,0.000328,228.979839,3.030670,True,"[{""start_frame"": 1333, ""end_frame"": 1397, ""start_xyz"": [-44.527294629267004, -82.98673616429929, 1.4133532041020893], ""end_xyz"": [-45.998250398297046, -83.03681210426305, 1.4133532041020893], ""distance_m"": 1.471807893104944}, {""start_frame"": 1874, ""end_frame"": 1947, ""start_xyz"": [-47.831111437596434, -82.70969789523602, 1.4133532041020893], ""end_xyz"": [-44.800441271580645, -82.70983247775544, 1.4133532041020893], ""distance_m"": 3.0306701690039812}, {""start_frame"": 4327, ""end_frame"": 4410, ""start_xyz"": [-44.27427064245049, -82.98673616429912, 1.4133532041020893], ""end_xyz"": [-46.32860739195485, -83.14294444320421, 1.4133532041020893], ""distance_m"": 2.060267095976302}, {""start_frame"": 4766, ""end_frame"": 4787, ""start_xyz"": [-48.201534542509535, -83.45299734697062, 1.4133532041020893], ""end_xyz"": [-48.46507633925978, -82.96577843898228, 1.4133532041020893], ""distance_m"": 0.5539282832061334}, {""start_frame"": 4874, ""end_frame"": 4947, ""start_xyz"": [-47.831111437596434, -82.70969789523602, 1.4133532041020893], ""end_xyz"": [-44.800441271580645, -82.70983247775544, 1.4133532041020893], ""distance_m"": 3.0306701690039812}, {""start_frame"": 7327, ""end_frame"": 7397, ""start_xyz"": [-44.27427064245049, -82.98673616429912, 1.4133532041020893], ""end_xyz"": [-45.998250398297046, -83.03681210426305, 1.4133532041020893], ""distance_m"": 1.7247068731619368}, {""start_frame"": 7874, ""end_frame"": 7947, ""start_xyz"": [-47.831111437596434, -82.70969789523602, 1.4133532041020893], ""end_xyz"": [-44.800441271580645, -82.70983247775544, 1.4133532041020893], ""distance_m"": 3.0306701690039812}]"
train,Warehouse_004,8,9000,0,8999,-9.948553 -78.914995 1.413353,-9.948553 -78.914994 1.413353,0.000000,167.066904,0.044349,True,[]
train,Warehouse_004,8469,9000,0,8999,-68.317817 -53.844431 1.413353,-68.317817 -53.844431 1.413353,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,11294,8192,0,8999,-63.000002 -58.951450 1.413353,-62.998841 -58.951435 1.413353,0.001161,158.005009,10.167414,True,"[{""start_frame"": 2179, ""end_frame"": 2484, ""start_xyz"": [-91.46150541953003, -76.50127809543133, 1.4133532041020893], ""end_xyz"": [-81.2940911739247, -76.50322114963052, 1.4133532041020893], ""distance_m"": 10.167414431270016}, {""start_frame"": 2593, ""end_frame"": 2676, ""start_xyz"": [-77.64997954062392, -76.50254213351724, 1.4133532041020893], ""end_xyz"": [-74.8756570308582, -76.50183504123203, 1.4133532041020893], ""distance_m"": 2.7743226000066468}, {""start_frame"": 3619, ""end_frame"": 3639, ""start_xyz"": [-50.46922070011409, -82.982351294854, 1.4133532041020893], ""end_xyz"": [-49.80214490229927, -82.98189076982788, 1.4133532041020893], ""distance_m"": 0.6670759567797241}, {""start_frame"": 3658, ""end_frame"": 3857, ""start_xyz"": [-49.16973538389121, -82.98147627151344, 1.4133532041020893], ""end_xyz"": [-45.75002873116441, -83.34795987486812, 1.4133532041020893], ""distance_m"": 3.4392882726273077}, {""start_frame"": 3970, ""end_frame"": 4171, ""start_xyz"": [-45.7500001510371, -83.34754515367719, 1.4133532041020893], ""end_xyz"": [-46.66880754959508, -82.980513046814, 1.4133532041020893], ""distance_m"": 0.9894036603496661}]"
train,Warehouse_005,14,9000,0,8999,-10.349040 -82.765676 1.413353,-10.216237 -82.698895 1.413353,0.148648,248.613561,0.049919,True,[]
train,Warehouse_005,4052,8048,0,8999,-41.146132 -63.065714 1.413353,-40.979448 -63.065687 1.413353,0.166683,288.536776,8.075673,True,"[{""start_frame"": 70, ""end_frame"": 312, ""start_xyz"": [-43.480703356948474, -63.06620216545748, 1.4133532331439973], ""end_xyz"": [-51.556375506606905, -63.06918144402207, 1.4133532178272379], ""distance_m"": 8.07567269921643}, {""start_frame"": 2622, ""end_frame"": 2858, ""start_xyz"": [-52.08237802255417, -63.06858696932531, 1.4133532028645277], ""end_xyz"": [-44.21008068370398, -63.06981701776995, 1.4133532028645277], ""distance_m"": 7.872297434947878}, {""start_frame"": 4570, ""end_frame"": 4812, ""start_xyz"": [-43.47746467896996, -63.06620216545748, 1.4133532365193737], ""end_xyz"": [-51.55257225343308, -63.06918144402207, 1.4133532217946527], ""distance_m"": 8.07510812405954}, {""start_frame"": 7122, ""end_frame"": 7358, ""start_xyz"": [-52.08237802255417, -63.06858696932531, 1.4133532028645277], ""end_xyz"": [-44.21008068370398, -63.06981701776995, 1.4133532028645277], ""distance_m"": 7.872297434947878}]"
train,Warehouse_005,4486,9000,0,8999,-71.583592 -13.351610 1.131379,-71.583592 -13.351610 1.131379,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,6813,9000,0,8999,-73.868569 -13.309327 1.126006,-73.868569 -13.309327 1.126006,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,7055,8757,0,8999,-35.121771 -92.642378 1.413353,-35.121583 -92.642378 1.413353,0.000188,200.587897,0.049977,True,[]
train,Warehouse_005,7058,8550,0,8999,-31.448550 -76.277948 1.413353,-31.448352 -76.278210 1.413353,0.000328,228.979839,3.030670,True,"[{""start_frame"": 1333, ""end_frame"": 1397, ""start_xyz"": [-44.527294629267004, -82.98673616429929, 1.4133532041020893], ""end_xyz"": [-45.998250398297046, -83.03681210426305, 1.4133532041020893], ""distance_m"": 1.471807893104944}, {""start_frame"": 1874, ""end_frame"": 1947, ""start_xyz"": [-47.831111437596434, -82.70969789523602, 1.4133532041020893], ""end_xyz"": [-44.800441271580645, -82.70983247775544, 1.4133532041020893], ""distance_m"": 3.0306701690039812}, {""start_frame"": 4327, ""end_frame"": 4410, ""start_xyz"": [-44.27427064245049, -82.98673616429912, 1.4133532041020893], ""end_xyz"": [-46.32860739195485, -83.14294444320421, 1.4133532041020893], ""distance_m"": 2.060267095976302}, {""start_frame"": 4766, ""end_frame"": 4787, ""start_xyz"": [-48.201534542509535, -83.45299734697062, 1.4133532041020893], ""end_xyz"": [-48.46507633925978, -82.96577843898228, 1.4133532041020893], ""distance_m"": 0.5539282832061334}, {""start_frame"": 4874, ""end_frame"": 4947, ""start_xyz"": [-47.831111437596434, -82.70969789523602, 1.4133532041020893], ""end_xyz"": [-44.800441271580645, -82.70983247775544, 1.4133532041020893], ""distance_m"": 3.0306701690039812}, {""start_frame"": 7327, ""end_frame"": 7397, ""start_xyz"": [-44.27427064245049, -82.98673616429912, 1.4133532041020893], ""end_xyz"": [-45.998250398297046, -83.03681210426305, 1.4133532041020893], ""distance_m"": 1.7247068731619368}, {""start_frame"": 7874, ""end_frame"": 7947, ""start_xyz"": [-47.831111437596434, -82.70969789523602, 1.4133532041020893], ""end_xyz"": [-44.800441271580645, -82.70983247775544, 1.4133532041020893], ""distance_m"": 3.0306701690039812}]"
train,Warehouse_005,8,9000,0,8999,-9.948553 -78.914995 1.413353,-9.948553 -78.914994 1.413353,0.000000,167.066904,0.044349,True,[]
train,Warehouse_005,8469,9000,0,8999,-68.317817 -53.844431 1.413353,-68.317817 -53.844431 1.413353,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,11294,201,3568,4294,-52.175003 -82.983499 1.413353,-50.774097 -82.983075 1.413353,1.400907,16.524257,3.336662,True,"[{""start_frame"": 3571, ""end_frame"": 3671, ""start_xyz"": [-52.07452052002983, -82.98343880529542, 1.4133532041020893], ""end_xyz"": [-48.73785962980836, -82.98117393068873, 1.4133532041020893], ""distance_m"": 3.3366616589025764}, {""start_frame"": 3673, ""end_frame"": 3711, ""start_xyz"": [-48.6714814562838, -82.98112777314691, 1.4133532041020893], ""end_xyz"": [-47.4140084612926, -82.98028621680032, 1.4133532041020893], ""distance_m"": 1.2574732765944632}, {""start_frame"": 3728, ""end_frame"": 3858, ""start_xyz"": [-47.046402053964165, -82.97997676884418, 1.4133532041020893], ""end_xyz"": [-45.75002873143362, -83.37968839049334, 1.4133532041020893], ""distance_m"": 1.3565961712500436}, {""start_frame"": 3969, ""end_frame"": 4073, ""start_xyz"": [-45.750000229289775, -83.37362517083027, 1.4133532041020893], ""end_xyz"": [-45.15013003318097, -82.86108784226965, 1.4133532041020893], ""distance_m"": 0.7890112580614185}, {""start_frame"": 4120, ""end_frame"": 4189, ""start_xyz"": [-44.97828342836663, -82.97947692305118, 1.4133532041020893], ""end_xyz"": [-47.267483399876326, -82.98087631123934, 1.4133532041020893], ""distance_m"": 2.2892003992327306}, {""start_frame"": 4191, ""end_frame"": 4227, ""start_xyz"": [-47.33405261080186, -82.98092639734718, 1.4133532041020893], ""end_xyz"": [-48.53412204056646, -82.98167946954912, 1.4133532041020893], ""distance_m"": 1.200069666049961}, {""start_frame"": 4238, ""end_frame"": 4291, ""start_xyz"": [-48.901379579318125, -82.98190721030996, 1.4133532041020893], ""end_xyz"": [-50.67367755310098, -82.9830132861163, 1.4133532041020893], ""distance_m"": 1.7722983189289843}]"
train,Warehouse_006,14,9000,0,8999,-10.349040 -82.765676 1.413353,-10.216237 -82.698895 1.413353,0.148648,248.613561,0.049919,True,[]
train,Warehouse_006,4052,3946,0,8999,-41.146132 -63.065714 1.413353,-40.979448 -63.065687 1.413353,0.166683,131.857647,0.051909,True,[]
train,Warehouse_006,4486,9000,0,8999,-71.583592 -13.351610 1.131379,-71.583592 -13.351610 1.131379,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,6813,9000,0,8999,-73.868569 -13.309327 1.126006,-73.868569 -13.309327 1.126006,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,7055,6891,0,8999,-35.121771 -92.642378 1.413353,-35.121583 -92.642378 1.413353,0.000188,146.340008,0.123099,True,[]
