split,scene,class_label,class_name,num_objects,present_frame_range,fr_start,fr_end,move,moving_object_count,static_object_count,moving_intervals
train,Warehouse_003,1,Forklift,9,0->8999,0,8999,TRUE,4,5,261->261;389->389;1026->1026;1654->1654;1724->1724;1735->1735;1928->1928;1931->1931;2154->2154;2555->2555;3808->3808;4050->4050;4507->4507;4763->4763;4928->4928;5526->5526;5555->5555;6665->6665;7774->7774;7787->7787;7928->7928;8555->8555
train,Warehouse_003,6,PalletTruck,9,0->8999,0,8999,FALSE,0,9,None
train,Warehouse_004,0,Person,60,0->8999,0,8999,TRUE,57,3,97->97;107->107;125->125;148->149;154->154;163->163;176->176;213->213;220->220;241->241;256->256;268->268;309->309;319->319;332->332;348->348;360->360;392->392;404->404;412->412;417->419;422->422;447->447;453->453;460->460;475->477;489->490;497->497;500->500;507->507;522->522;536->536;554->554;562->562;583->584;600->600;602->602;610->610;619->619;629->629;640->640;699->699;723->723;740->740;754->756;771->771;775->775;790->790;802->802;817->817;831->831;838->838;840->841;864->864;885->885;900->901;925->925;937->937;943->943;955->955;971->971;1001->1001;1036->1036;1041->1041;1044->1044;1047->1047;1060->1060;1079->1080;1090->1090;1153->1153;1193->1193;1229->1229;1259->1259;1272->1272;1292->1292;1306->1306;1312->1312;1314->1314;1327->1327;1341->1342;1344->1344;1347->1347;1357->1357;1362->1362;1374->1374;1379->1380;1389->1389;1403->1403;1444->1444;1460->1460;1471->1471;1479->1479;1552->1552;1579->1579;1595->1595;1602->1602;1610->1610;1658->1660;1670->1670;1678->1678;1716->1716;1728->1729;1738->1738;1741->1742;1773->1773;1795->1795;1807->1807;1809->1809;1838->1838;1849->1850;1852->1853;1871->1871;1876->1876;1886->1886;1911->1911;1913->1913;1915->1915;1920->1920;1934->1934;1946->1947;1952->1952;1954->1954;1958->1958;1977->1977;1999->1999;2017->2017;2022->2022;2025->2025;2040->2041;2043->2043;2059->2059;2091->2091;2109->2109;2117->2117;2119->2119;2134->2134;2162->2162;2171->2171;2182->2183;2186->2186;2204->2204;2243->2243;2248->2248;2264->2264;2267->2267;2280->2280;2286->2287;2302->2303;2309->2309;2313->2313;2332->2332;2350->2350;2391->2391;2393->2393;2399->2399;2409->2409;2434->2434;2460->2460;2462->2462;2471->2471;2487->2487;2498->2498;2510->2510;2514->2514;2571->2571;2576->2576;2589->2589;2613->2613;2622->2622;2634->2634;2638->2638;2666->2666;2678->2678;2724->2724;2726->2726;2729->2729;2741->2741;2743->2743;2764->2765;2775->2775;2782->2782;2818->2818;2828->2828;2830->2830;2837->2837;2850->2850;2863->2863;2875->2876;2888->2888;2916->2916;2923->2923;2936->2936;2947->2947;2954->2954;2996->2996;3003->3003;3034->3034;3047->3047;3075->3075;3077->3077;3128->3128;3133->3133;3174->3174;3185->3185;3200->3200;3209->3210;3213->3213;3222->3222;3226->3226;3232->3232;3240->3240;3256->3256;3267->3267;3275->3275;3280->3280;3285->3285;3309->3310;3369->3369;3392->3393;3402->3402;3417->3417;3423->3423;3459->3459;3465->3465;3483->3483;3496->3496;3521->3521;3524->3524;3530->3530;3535->3535;3539->3539;3552->3552;3555->3555;3565->3565;3568->3569;3583->3583;3588->3588;3598->3598;3601->3602;3604->3604;3606->3607;3617->3617;3629->3629;3643->3643;3647->3648;3676->3676;3681->3682;3692->3692;3709->3710;3719->3719;3722->3722;3731->3731;3744->3745;3770->3770;3805->3805;3816->3816;3835->3835;3846->3846;3852->3852;3873->3873;3960->3960;3977->3977;4045->4045;4052->4052;4065->4065;4073->4073;4077->4077;4089->4089;4102->4102;4108->4108;4116->4116;4120->4120;4140->4140;4159->4159;4171->4171;4179->4179;4185->4185;4209->4209;4211->4211;4218->4218;4224->4225;4230->4231;4233->4234;4241->4241;4249->4249;4257->4258;4286->4286;4289->4289;4292->4293;4298->4298;4303->4303;4326->4326;4358->4358;4360->4360;4363->4363;4370->4370;4409->4409;4425->4425;4444->4444;4458->4458;4463->4463;4472->4472;4489->4489;4511->4511;4517->4517;4538->4538;4549->4549;4552->4552;4557->4557;4573->4573;4575->4575;4598->4598;4607->4608;4612->4612;4622->4622;4644->4644;4661->4661;4678->4678;4693->4693;4695->4695;4707->4708;4768->4768;4779->4779;4781->4781;4792->4793;4802->4802;4812->4812;4823->4823;4841->4841;4850->4850;4881->4881;4888->4888;4910->4910;4933->4933;4971->4971;5004->5004;5014->5014;5021->5021;5028->5028;5054->5054;5062->5062;5088->5089;5093->5093;5114->5114;5116->5116;5122->5122;5130->5130;5183->5183;5193->5193;5203->5203;5228->5228;5245->5245;5258->5258;5270->5270;5277->5277;5280->5280;5283->5283;5293->5294;5303->5303;5310->5311;5315->5315;5319->5319;5321->5321;5330->5330;5336->5336;5348->5348;5350->5350;5358->5358;5379->5379;5401->5401;5440->5440;5451->5451;5458->5458;5471->5471;5477->5477;5511->5511;5539->5539;5554->5554;5572->5572;5575->5575;5583->5583;5624->5625;5666->5666;5677->5677;5685->5685;5701->5701;5705->5705;5710->5710;5725->5725;5745->5746;5754->5754;5762->5762;5765->5765;5776->5776;5812->5812;5851->5851;5872->5872;5884->5884;5891->5891;5893->5894;5897->5898;5901->5901;5904->5904;5933->5933;5957->5957;5971->5971;5982->5982;5991->5992;5995->5995;5997->5997;5999->5999;6037->6037;6062->6062;6067->6067;6070->6070;6087->6087;6090->6090;6188->6188;6227->6227;6231->6231;6237->6237;6274->6274;6305->6305;6330->6330;6340->6340;6342->6342;6361->6361;6432->6432;6434->6434;6451->6452;6475->6475;6523->6523;6555->6556;6563->6563;6569->6569;6580->6580;6589->6589;6597->6597;6603->6603;6609->6609;6622->6622;6630->6630;6672->6672;6691->6691;6701->6701;6743->6743;6752->6752;6779->6779;6806->6806;6813->6813;6825->6825;6830->6830;6837->6837;6865->6865;6877->6877;6897->6898;6921->6921;6931->6931;6992->6992;6998->6999;7007->7007;7014->7014;7025->7025;7037->7037;7044->7044;7064->7065;7068->7068;7091->7091;7094->7095;7118->7118;7134->7134;7139->7139;7143->7144;7156->7156;7189->7189;7203->7203;7221->7221;7224->7224;7253->7253;7296->7296;7311->7311;7326->7326;7351->7351;7383->7383;7399->7399;7401->7401;7433->7433;7438->7438;7440->7440;7449->7449;7455->7455;7464->7464;7472->7472;7488->7488;7526->7526;7530->7530;7537->7537;7541->7541;7545->7546;7550->7550;7552->7552;7565->7565;7577->7577;7615->7616;7636->7638;7653->7653;7678->7678;7712->7712;7728->7728;7750->7750;7763->7763;7780->7780;7789->7789;7798->7798;7811->7811;7824->7825;7830->7830;7856->7856;7873->7873;7913->7913;7922->7922;7927->7927;7930->7930;7958->7958;8005->8005;8050->8050;8069->8069;8100->8100;8129->8129;8136->8136;8143->8143;8165->8165;8188->8188;8206->8206;8214->8214;8224->8224;8233->8233;8242->8242;8257->8257;8269->8269;8274->8274;8314->8314;8354->8354;8361->8362;8371->8371;8373->8373;8375->8375;8379->8379;8408->8408;8433->8433;8441->8441;8460->8460;8467->8467;8474->8474;8477->8477;8570->8570;8596->8596;8601->8601;8612->8612;8615->8615;8638->8638;8653->8653;8659->8659;8690->8690;8699->8699;8708->8708;8841->8841;8847->8847;8884->8884;8909->8909;8922->8922;8935->8935;8961->8961;8991->8991
train,Warehouse_004,1,Forklift,9,0->8999,0,8999,TRUE,3,6,312->312;1397->1397;1947->1947;2484->2484;2495->2495;2666->2666;2676->2676;2858->2858;3639->3639;3857->3857;4171->4171;4410->4410;4787->4787;4812->4812;4947->4947;7358->7358;7397->7397;7947->7947
train,Warehouse_004,6,PalletTruck,10,0->8999,0,8999,FALSE,0,10,None
train,Warehouse_005,0,Person,60,0->8999,0,8999,TRUE,57,3,97->97;107->107;125->125;148->149;154->154;163->163;176->176;213->213;220->220;241->241;256->256;268->268;309->309;319->319;332->332;348->348;360->360;392->392;404->404;412->412;417->419;422->422;447->447;453->453;460->460;475->477;489->490;497->497;500->500;507->507;522->522;536->536;554->554;562->562;583->584;600->600;602->602;610->610;619->619;629->629;640->640;699->699;723->723;740->740;754->756;771->771;775->775;790->790;802->802;817->817;831->831;838->838;840->841;864->864;885->885;900->901;925->925;937->937;943->943;955->955;971->971;1001->1001;1036->1036;1041->1041;1044->1044;1047->1047;1060->1060;1079->1080;1090->1090;1153->1153;1193->1193;1229->1229;1259->1259;1272->1272;1292->1292;1306->1306;1312->1312;1314->1314;1327->1327;1341->1342;1344->1344;1347->1347;1357->1357;1362->1362;1374->1374;1379->1380;1389->1389;1403->1403;1444->1444;1460->1460;1471->1471;1479->1479;1552->1552;1579->1579;1595->1595;1602->1602;1610->1610;1658->1660;1670->1670;1678->1678;1716->1716;1728->1729;1738->1738;1741->1742;1773->1773;1795->1795;1807->1807;1809->1809;1838->1838;1849->1850;1852->1853;1871->1871;1876->1876;1886->1886;1911->1911;1913->1913;1915->1915;1920->1920;1934->1934;1946->1947;1952->1952;1954->1954;1958->1958;1977->1977;1999->1999;2017->2017;2022->2022;2025->2025;2040->2041;2043->2043;2059->2059;2091->2091;2109->2109;2117->2117;2119->2119;2134->2134;2162->2162;2171->2171;2182->2183;2186->2186;2204->2204;2243->2243;2248->2248;2264->2264;2267->2267;2280->2280;2286->2287;2302->2303;2309->2309;2313->2313;2332->2332;2350->2350;2391->2391;2393->2393;2399->2399;2409->2409;2434->2434;2460->2460;2462->2462;2471->2471;2487->2487;2498->2498;2510->2510;2514->2514;2571->2571;2576->2576;2589->2589;2613->2613;2622->2622;2634->2634;2638->2638;2666->2666;2678->2678;2724->2724;2726->2726;2729->2729;2741->2741;2743->2743;2764->2765;2775->2775;2782->2782;2818->2818;2828->2828;2830->2830;2837->2837;2850->2850;2863->2863;2875->2876;2888->2888;2916->2916;2923->2923;2936->2936;2947->2947;2954->2954;2996->2996;3003->3003;3034->3034;3047->3047;3075->3075;3077->3077;3128->3128;3133->3133;3174->3174;3185->3185;3200->3200;3209->3210;3213->3213;3222->3222;3226->3226;3232->3232;3240->3240;3256->3256;3267->3267;3275->3275;3280->3280;3285->3285;3309->3310;3369->3369;3392->3393;3402->3402;3417->3417;3423->3423;3459->3459;3465->3465;3483->3483;3496->3496;3521->3521;3524->3524;3530->3530;3535->3535;3539->3539;3552->3552;3555->3555;3565->3565;3568->3569;3583->3583;3588->3588;3598->3598;3601->3602;3604->3604;3606->3607;3617->3617;3629->3629;3643->3643;3647->3648;3676->3676;3681->3682;3692->3692;3709->3710;3719->3719;3722->3722;3731->3731;3744->3745;3770->3770;3805->3805;3816->3816;3835->3835;3846->3846;3852->3852;3873->3873;3960->3960;3977->3977;4045->4045;4052->4052;4065->4065;4073->4073;4077->4077;4089->4089;4102->4102;4108->4108;4116->4116;4120->4120;4140->4140;4159->4159;4171->4171;4179->4179;4185->4185;4209->4209;4211->4211;4218->4218;4224->4225;4230->4231;4233->4234;4241->4241;4249->4249;4257->4258;4286->4286;4289->4289;4292->4293;4298->4298;4303->4303;4326->4326;4358->4358;4360->4360;4363->4363;4370->4370;4409->4409;4425->4425;4444->4444;4458->4458;4463->4463;4472->4472;4489->4489;4511->4511;4517->4517;4538->4538;4549->4549;4552->4552;4557->4557;4573->4573;4575->4575;4598->4598;4607->4608;4612->4612;4622->4622;4644->4644;4661->4661;4678->4678;4693->4693;4695->4695;4707->4708;4768->4768;4779->4779;4781->4781;4792->4793;4802->4802;4812->4812;4823->4823;4841->4841;4850->4850;4881->4881;4888->4888;4910->4910;4933->4933;4971->4971;5004->5004;5014->5014;5021->5021;5028->5028;5054->5054;5062->5062;5088->5089;5093->5093;5114->5114;5116->5116;5122->5122;5130->5130;5183->5183;5193->5193;5203->5203;5228->5228;5245->5245;5258->5258;5270->5270;5277->5277;5280->5280;5283->5283;5293->5294;5303->5303;5310->5311;5315->5315;5319->5319;5321->5321;5330->5330;5336->5336;5348->5348;5350->5350;5358->5358;5379->5379;5401->5401;5440->5440;5451->5451;5458->5458;5471->5471;5477->5477;5511->5511;5539->5539;5554->5554;5572->5572;5575->5575;5583->5583;5624->5625;5666->5666;5677->5677;5685->5685;5701->5701;5705->5705;5710->5710;5725->5725;5745->5746;5754->5754;5762->5762;5765->5765;5776->5776;5812->5812;5851->5851;5872->5872;5884->5884;5891->5891;5893->5894;5897->5898;5901->5901;5904->5904;5933->5933;5957->5957;5971->5971;5982->5982;5991->5992;5995->5995;5997->5997;5999->5999;6037->6037;6062->6062;6067->6067;6070->6070;6087->6087;6090->6090;6188->6188;6227->6227;6231->6231;6237->6237;6274->6274;6305->6305;6330->6330;6340->6340;6342->6342;6361->6361;6432->6432;6434->6434;6451->6452;6475->6475;6523->6523;6555->6556;6563->6563;6569->6569;6580->6580;6589->6589;6597->6597;6603->6603;6609->6609;6622->6622;6630->6630;6672->6672;6691->6691;6701->6701;6743->6743;6752->6752;6779->6779;6806->6806;6813->6813;6825->6825;6830->6830;6837->6837;6865->6865;6877->6877;6897->6898;6921->6921;6931->6931;6992->6992;6998->6999;7007->7007;7014->7014;7025->7025;7037->7037;7044->7044;7064->7065;7068->7068;7091->7091;7094->7095;7118->7118;7134->7134;7139->7139;7143->7144;7156->7156;7189->7189;7203->7203;7221->7221;7224->7224;7253->7253;7296->7296;7311->7311;7326->7326;7351->7351;7383->7383;7399->7399;7401->7401;7433->7433;7438->7438;7440->7440;7449->7449;7455->7455;7464->7464;7472->7472;7488->7488;7526->7526;7530->7530;7537->7537;7541->7541;7545->7546;7550->7550;7552->7552;7565->7565;7577->7577;7615->7616;7636->7638;7653->7653;7678->7678;7712->7712;7728->7728;7750->7750;7763->7763;7780->7780;7789->7789;7798->7798;7811->7811;7824->7825;7830->7830;7856->7856;7873->7873;7913->7913;7922->7922;7927->7927;7930->7930;7958->7958;8005->8005;8050->8050;8069->8069;8100->8100;8129->8129;8136->8136;8143->8143;8165->8165;8188->8188;8206->8206;8214->8214;8224->8224;8233->8233;8242->8242;8257->8257;8269->8269;8274->8274;8314->8314;8354->8354;8361->8362;8371->8371;8373->8373;8375->8375;8379->8379;8408->8408;8433->8433;8441->8441;8460->8460;8467->8467;8474->8474;8477->8477;8570->8570;8596->8596;8601->8601;8612->8612;8615->8615;8638->8638;8653->8653;8659->8659;8690->8690;8699->8699;8708->8708;8841->8841;8847->8847;8884->8884;8909->8909;8922->8922;8935->8935;8961->8961;8991->8991
train,Warehouse_005,1,Forklift,9,0->8999,0,8999,TRUE,3,6,312->312;1397->1397;1947->1947;2484->2484;2495->2495;2666->2666;2676->2676;2858->2858;3639->3639;3857->3857;4171->4171;4410->4410;4787->4787;4812->4812;4947->4947;7358->7358;7397->7397;7947->7947
train,Warehouse_005,6,PalletTruck,10,0->8999,0,8999,FALSE,0,10,None
train,Warehouse_006,0,Person,52,0->8999,0,8999,TRUE,48,4,18->18;33->33;36->36;73->73;87->87;122->122;150->150;152->152;165->165;181->181;198->198;210->210;247->247;259->259;283->283;313->313;330->330;332->332;421->421;423->423;428->428;439->439;441->441;459->459;463->463;466->466;487->487;489->489;500->500;526->526;538->538;541->541;546->546;557->557;586->586;676->676;679->679;693->693;699->699;723->723;733->733;738->738;742->742;762->762;786->786;833->833;835->835;897->897;900->900;916->916;921->921;925->925;938->938;940->940;947->947;951->951;981->981;1005->1005;1010->1010;1013->1013;1039->1039;1041->1041;1055->1055;1057->1057;1063->1063;1073->1073;1076->1076;1098->1098;1118->1118;1121->1121;1138->1138;1144->1144;1151->1151;1155->1155;1166->1166;1170->1170;1186->1186;1202->1202;1214->1214;1222->1222;1231->1231;1242->1242;1296->1297;1312->1312;1316->1317;1326->1326;1336->1336;1352->1352;1361->1362;1367->1367;1382->1382;1395->1395;1398->1398;1403->1403;1407->1408;1427->1427;1441->1441;1450->1450;1455->1455;1470->1470;1512->1512;1515->1515;1517->1517;1541->1541;1545->1545;1548->1549;1552->1552;1554->1555;1578->1578;1588->1589;1603->1603;1609->1609;1615->1616;1623->1623;1629->1629;1634->1634;1657->1657;1662->1662;1684->1684;1725->1726;1752->1752;1755->1755;1761->1761;1792->1792;1801->1801;1805->1805;1822->1822;1824->1824;1827->1827;1839->1839;1844->1844;1855->1855;1888->1888;1892->1892;1925->1925;1959->1959;1970->1970;1978->1978;1987->1987;2002->2002;2042->2042;2056->2056;2064->2064;2071->2071;2076->2077;2090->2090;2101->2101;2110->2110;2117->2117;2228->2228;2242->2242;2264->2264;2326->2326;2331->2331;2350->2351;2367->2367;2378->2378;2383->2383;2400->2400;2417->2417;2420->2420;2428->2428;2431->2432;2440->2440;2451->2451;2453->2453;2464->2464;2476->2476;2503->2503;2507->2507;2512->2512;2521->2521;2530->2530;2548->2548;2580->2580;2612->2612;2660->2660;2683->2683;2694->2694;2702->2702;2713->2713;2740->2740;2746->2746;2762->2762;2779->2779;2787->2787;2819->2819;2822->2822;2826->2826;2838->2838;2856->2856;2859->2859;2882->2882;2899->2899;2914->2914;2918->2918;2955->2955;2974->2974;2990->2990;2998->2998;3007->3007;3091->3092;3128->3128;3133->3133;3164->3164;3221->3221;3227->3227;3273->3273;3277->3277;3285->3285;3289->3289;3309->3309;3324->3325;3351->3351;3359->3359;3366->3366;3369->3369;3372->3372;3381->3382;3419->3419;3438->3438;3450->3450;3467->3467;3473->3473;3542->3542;3550->3550;3555->3555;3596->3596;3603->3603;3607->3607;3631->3631;3637->3637;3673->3673;3683->3683;3688->3688;3744->3744;3774->3774;3792->3792;3814->3814;3845->3845;3847->3847;3869->3869;3937->3938;3941->3941;3951->3951;3986->3986;4028->4028;4032->4033;4041->4041;4096->4096;4126->4126;4137->4137;4154->4154;4159->4159;4184->4184;4191->4191;4199->4199;4205->4205;4212->4212;4229->4229;4235->4235;4250->4250;4256->4256;4259->4259;4262->4262;4270->4270;4294->4294;4298->4298;4347->4347;4365->4365;4367->4367;4380->4380;4408->4408;4410->4410;4415->4415;4417->4417;4446->4446;4452->4452;4474->4474;4487->4487;4494->4494;4508->4508;4514->4514;4517->4517;4524->4524;4552->4552;4554->4554;4557->4557;4561->4561;4564->4564;4570->4570;4580->4580;4590->4590;4601->4601;4604->4604;4612->4612;4623->4623;4639->4639;4651->4652;4663->4663;4668->4668;4684->4684;4693->4693;4703->4703;4706->4706;4724->4724;4727->4727;4731->4731;4737->4737;4739->4739;4744->4744;4747->4747;4762->4762;4767->4768;4791->4791;4794->4795;4798->4798;4840->4840;4842->4842;4853->4853;4856->4856;4867->4867;4871->4871;4884->4884;4887->4887;4908->4908;4914->4914;4921->4921;4931->4931;4943->4943;4946->4946;4952->4952;4971->4971;4974->4974;4981->4981;4983->4983;5001->5001;5027->5027;5039->5039;5041->5041;5051->5051;5078->5078;5086->5086;5094->5094;5106->5107;5114->5114;5123->5123;5136->5136;5140->5140;5149->5149;5155->5155;5169->5170;5173->5173;5199->5199;5204->5204;5207->5207;5211->5211;5213->5213;5225->5225;5248->5248;5265->5265;5269->5270;5279->5279;5308->5308;5314->5314;5334->5334;5340->5340;5351->5351;5383->5383;5399->5399;5409->5409;5421->5421;5423->5423;5441->5441;5476->5476;5490->5490;5502->5502;5514->5514;5532->5532;5537->5537;5573->5573;5589->5589;5608->5608;5613->5613;5626->5626;5664->5664;5669->5669;5684->5684;5713->5713;5723->5723;5726->5726;5747->5747;5749->5749;5757->5757;5774->5774;5779->5779;5788->5789;5796->5796;5798->5798;5815->5815;5820->5820;5831->5831;5838->5838;5850->5850;5857->5857;5875->5875;5888->5888;5893->5893;5903->5903;5905->5905;5910->5910;5920->5920;5935->5935;5948->5948;5953->5953;5982->5982;5986->5986;5995->5995;5999->5999;6028->6029;6031->6031;6038->6038;6051->6051;6059->6060;6077->6077;6098->6098;6102->6102;6112->6112;6150->6151;6163->6163;6171->6171;6175->6175;6208->6208;6211->6211;6224->6224;6229->6230;6239->6239;6241->6241;6250->6251;6255->6255;6262->6262;6267->6267;6274->6274;6285->6285;6287->6287;6300->6300;6306->6306;6308->6308;6310->6310;6313->6313;6321->6321;6343->6343;6362->6363;6377->6377;6380->6380;6413->6413;6419->6419;6422->6422;6455->6455;6457->6457;6462->6463;6485->6485;6501->6501;6513->6514;6521->6521;6539->6539;6545->6545;6554->6554;6565->6566;6596->6596;6619->6619;6638->6638;6645->6645;6650->6650;6667->6667;6675->6675;6681->6681;6690->6690;6703->6703;6707->6707;6715->6715;6724->6724;6731->6731;6747->6747;6750->6750;6761->6761;6772->6772;6784->6784;6794->6794;6799->6799;6807->6807;6818->6819;6838->6838;6844->6844;6857->6857;6874->6874;6883->6883;6896->6896;6903->6903;6916->6916;6919->6919;6925->6925;6934->6934;6940->6940;6955->6955;6962->6962;6968->6968;6978->6978;6990->6990;6997->6997;7082->7082;7087->7087;7097->7097;7103->7103;7159->7159;7173->7173;7214->7214;7283->7283;7335->7335;7356->7356;7388->7388;7426->7426;7434->7434;7440->7440;7462->7462;7502->7502;7507->7507;7533->7533;7603->7603;7639->7639;7660->7660;7667->7667;7680->7680;7690->7690;7696->7696;7711->7711;7723->7723;7733->7733;7755->7755;7758->7758;7767->7767;7787->7787;7793->7793;7797->7797;7807->7807;7810->7810;7834->7834;7860->7861;7893->7893;7911->7911;7920->7920;7923->7923;7928->7928;7992->7993;7995->7995;7998->7998;8002->8002;8053->8053;8069->8069;8078->8078;8114->8114;8118->8118;8126->8126;8167->8167;8169->8169;8176->8177;8181->8181;8202->8202;8239->8239;8249->8249;8271->8271;8278->8278;8289->8289;8303->8303;8312->8314;8351->8351;8381->8381;8383->8383;8386->8386;8419->8419;8425->8425;8440->8440;8446->8446;8453->8453;8456->8456;8464->8464;8509->8509;8544->8544;8559->8559;8561->8561;8596->8596;8627->8627;8654->8654;8663->8663;8673->8673;8685->8685;8688->8688;8715->8715;8733->8733;8739->8739;8746->8746;8752->8752;8756->8757;8762->8762;8769->8769;8773->8773;8782->8782;8790->8790;8805->8805;8810->8810;8823->8823;8836->8837;8846->8846;8856->8856;8859->8859;8880->8881;8902->8902;8917->8917;8923->8923;8934->8935;8946->8946;8965->8965;8968->8968;8975->8975;8981->8981;8988->8988;8990->8990;8994->8994
train,Warehouse_006,1,Forklift,8,0->8999,0,8999,TRUE,3,5,1581->1581;1766->1766;1810->1810;1834->1834;1888->1888;1937->1937;2536->2536;3671->3671;3711->3711;3858->3858;4073->4073;4189->4189;4227->4227;4291->4291;4592->4592;4766->4766;4810->4810;4834->4834;4888->4888;4937->4937;5536->5536;7581->7581;7595->7595;7599->7599;7610->7610;7766->7766;7810->7810;7834->7834;7888->7888;7937->7937;8536->8536
train,Warehouse_006,6,PalletTruck,8,0->8999,0,8999,FALSE,0,8,None
