split,scene,object_id,num_observations,first_frame,last_frame,start_xyz,end_xyz,net_displacement_m,path_length_m,max_step_m,is_moving,move_segments
train,Warehouse_002,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,4487,9000,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,4488,8999,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_002,8480,8814,0,8999,-74.240108 -51.099727 0.599205,-74.240108 -51.099727 0.599205,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,4487,9000,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,4488,8999,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_003,8480,8814,0,8999,-74.240108 -51.099727 0.599205,-74.240108 -51.099727 0.599205,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,4487,9000,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,4488,9000,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,8472,9000,0,8999,-72.989822 -47.984614 0.635409,-72.989822 -47.984614 0.635409,0.000000,0.000000,0.000000,False,[]
train,Warehouse_004,8480,9000,0,8999,-74.240108 -51.099727 0.599205,-74.240108 -51.099727 0.599205,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,4487,9000,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,4488,9000,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,8472,9000,0,8999,-72.989822 -47.984614 0.635409,-72.989822 -47.984614 0.635409,0.000000,0.000000,0.000000,False,[]
train,Warehouse_005,8480,9000,0,8999,-74.240108 -51.099727 0.599205,-74.240108 -51.099727 0.599205,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,4487,9000,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,4488,9000,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
train,Warehouse_006,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,4487,9000,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,4488,9000,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
train,Warehouse_007,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
train,Warehouse_017,1,9000,0,8999,6.900320 -9.677936 0.600523,6.900320 -9.677936 0.600523,0.000000,0.000000,0.000000,False,[]
train,Warehouse_018,2,9000,0,8999,6.900320 -9.677936 0.600523,6.900320 -9.677936 0.600523,0.000000,0.000000,0.000000,False,[]
train,Warehouse_019,1,9000,0,8999,6.900320 -9.677936 0.600523,6.900320 -9.677936 0.600523,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,4487,8993,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,4488,9000,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,8472,9000,0,8999,-72.989822 -47.984614 0.635409,-72.989822 -47.984614 0.635409,0.000000,0.000000,0.000000,False,[]
val,Warehouse_020,8480,8995,0,8999,-74.240108 -51.099727 0.599205,-74.240108 -51.099727 0.599205,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,247,9000,0,8999,-62.604521 -12.297619 0.978722,-62.604521 -12.297619 0.978722,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,248,9000,0,8999,-61.237621 -12.635067 0.978720,-61.237621 -12.635067 0.978720,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,249,9000,0,8999,-63.892385 -12.281605 0.636726,-63.892385 -12.281605 0.636726,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,2833,9000,0,8999,-14.624658 -51.470330 0.978721,-14.624658 -51.470330 0.978721,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,35,9000,0,8999,-6.408048 -86.610212 0.978721,-6.408048 -86.610212 0.978721,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,4487,8993,0,8999,-67.664191 -12.155227 0.600522,-67.664191 -12.155227 0.600522,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,4488,9000,0,8999,-66.435351 -12.585969 0.630719,-66.435351 -12.585969 0.630719,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,7342,9000,0,8999,-42.128472 -73.258607 0.978721,-42.128472 -73.258607 0.978721,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,8472,9000,0,8999,-72.989822 -47.984614 0.635409,-72.989822 -47.984614 0.635409,0.000000,0.000000,0.000000,False,[]
val,Warehouse_021,8480,8995,0,8999,-74.240108 -51.099727 0.599205,-74.240108 -51.099727 0.599205,0.000000,0.000000,0.000000,False,[]
